resTime,skill_query,query,globalId,code,parameters_msg,results,Text,返回Json
87ms,指尖查词,我要指尖查词语,1010193971980510547,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971980510547"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
75ms,指尖查词,查这个词的意思,1010193971982810713,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971982810713"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
129ms,指尖查词,帮我指尖查字词,1010193971977310661,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971977310661"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
75ms,指尖查词,查询这个词语的解释,1010193971982810562,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971982810562"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
78ms,指尖查词,查这个词的释义,1010193971982510710,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971982510710"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
49ms,指尖查词,这个词是啥意思,1010193971986310735,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971986310735"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
65ms,指尖查词,这个词语啥意思,1010193971985010576,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971985010576"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
80ms,指尖查词,查这个词的意思,1010193971985010577,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971985010577"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
101ms,指尖查词,查询这个词语的解释,1010193971982710711,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971982710711"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
53ms,指尖查词,这个词语怎么造句,1010193971989210603,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971989210603"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
48ms,指尖查词,这个词的例句,1010193971990310773,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971990310773"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
197ms,指尖查词,这个词语的意思,1010193971975510646,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971975510646"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
109ms,指尖查词,查询这个词的解释,1010193971984710724,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971984710724"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
80ms,指尖查词,这个词的意思,1010193971988110747,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971988110747"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
105ms,指尖查词,这个词语是啥意思,1010193971987410744,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971987410744"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
94ms,指尖查词,这个词怎么造句,1010193971988810756,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971988810756"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
68ms,指尖查词,我想用这个词造句,1010193971991410791,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971991410791"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
56ms,指尖查词,帮我用这个词造句,1010193971992710803,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971992710803"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
85ms,指尖查词,用这个词语造句,1010193971990810616,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971990810616"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
115ms,指尖查词,这个词语的意思,1010193971988310751,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971988310751"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
150ms,指尖查词,这个词啥意思,1010193971985910584,1000720,"{""intentType"":2,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971985910584"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
56ms,指尖查词,我要用这个词语造句,1010193971995410655,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971995410655"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
60ms,指尖查词,用这个词语造句,1010193971995710828,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971995710828"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
108ms,指尖查词,我想用这个词语造句,1010193971991410794,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971991410794"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
120ms,指尖查词,用这个词造句,1010193971991410792,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971991410792"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
49ms,指尖查词,这个词语的近义词,1010193971998610858,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971998610858"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
39ms,指尖查词,查这个词的近义词,1010193972000110004,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972000110004"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
56ms,指尖查词,这个词的近义词,1010193971998610683,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971998610683"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
132ms,指尖查词,帮我用这个词语造句,1010193971993210639,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971993210639"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
164ms,指尖查词,这个词语的例句,1010193971990510611,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971990510611"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
72ms,指尖查词,查询这个词语的近义词,1010193972000010003,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972000010003"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
121ms,指尖查词,用这个词造句,1010193971995510660,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971995510660"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
120ms,指尖查词,这个词怎么造句,1010193971996010833,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971996010833"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
101ms,指尖查词,查询这个词怎么造句,1010193971998410681,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971998410681"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
103ms,指尖查词,这个词语怎么造句,1010193971998010854,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971998010854"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
104ms,指尖查词,查这个词怎么造句,1010193971998410682,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971998410682"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
156ms,指尖查词,我要用这个词造句,1010193971994610649,1000720,"{""intentType"":2,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193971994610649"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
64ms,指尖查词,这个词有啥近义词,1010193972003910032,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972003910032"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
33ms,指尖查词,查这个词的反义词,1010193972007810058,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972007810058"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
104ms,指尖查词,这个词语的近义词是什么,1010193972001610017,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972001610017"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
122ms,指尖查词,这个词的近义词是什么,1010193972000710008,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972000710008"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
49ms,指尖查词,查询这个词语的反义词,1010193972008210060,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972008210060"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
76ms,指尖查词,这个词的反义词,1010193972006710067,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972006710067"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
110ms,指尖查词,这个词语有啥近义词,1010193972004110034,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972004110034"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
127ms,指尖查词,这个词语的近义词有哪些,1010193972002310024,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972002310024"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
80ms,指尖查词,这个词语的反义词,1010193972007110072,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972007110072"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
43ms,指尖查词,这个词有哪些反义词,1010193972012510089,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972012510089"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
144ms,指尖查词,这个词的近义词有哪些,1010193972002510022,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972002510022"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
85ms,指尖查词,这个词的反义词有哪些,1010193972008910064,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972008910064"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
73ms,指尖查词,这个词有啥反义词,1010193972010010100,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972010010100"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
96ms,指尖查词,这个词的反义词是什么,1010193972008110086,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972008110086"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
34ms,指尖查词,帮我查询这个成语,1010193972015110113,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972015110113"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
109ms,指尖查词,这个词语的反义词是什么,1010193972008510091,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972008510091"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
157ms,指尖查词,这个词有哪些近义词,1010193972004110043,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972004110043"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
41ms,指尖查词,这个成语什么意思,1010193972016410166,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972016410166"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
65ms,指尖查词,帮我查这个成语,1010193972014610107,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972014610107"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
146ms,指尖查词,这个词语有哪些近义词,1010193972006610051,1000720,"{""intentType"":2,""queryType"":""3""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972006610051"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""3""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
117ms,指尖查词,这个词语的反义词有哪些,1010193972010310072,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972010310072"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
48ms,指尖查词,我要指尖查成语,1010193972017710178,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972017710178"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
67ms,指尖查词,这个成语的意思,1010193972016610125,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972016610125"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
127ms,指尖查词,这个词语有啥反义词,1010193972010810107,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972010810107"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
106ms,指尖查词,这个词语有哪些反义词,1010193972012910131,1000720,"{""intentType"":2,""queryType"":""4""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972012910131"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":2,""queryType"":""4""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
42ms,指尖查词,这个成语的解释是什么,1010193972020910206,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972020910206"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
57ms,指尖查词,帮我查询这个成语的解释,1010193972019710149,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972019710149"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
120ms,指尖查词,指尖查成语,1010193972013310095,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972013310095"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
48ms,指尖查词,这个成语的释义是什么,1010193972021210161,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972021210161"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
116ms,指尖查词,这个成语的释义,1010193972015210114,1000720,"{""intentType"":3,""queryType"":""1""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972015210114"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""1""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
66ms,指尖查词,这个成语怎么造句,1010193972022910177,1000720,"{""intentType"":3,""queryType"":""2""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972022910177"",""intent"":{""code"":1000720,""operateState"":1010,""parameters"":{""intentType"":3,""queryType"":""2""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
